host_is_superhost,bathrooms,beds,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,calculated_host_listings_count,log_price,room_type_Private room,room_type_Shared room,distance_to_cbd
1,1.0,2.0,2,17,100.0,0,1,4.948759890378168,False,False,6.4879718351491915
0,1.0,2.0,3,1,100.0,0,1,4.276666119016055,False,False,7.31351809366083
0,1.0,2.0,2,12,93.0,0,1,5.017279836814924,False,False,6.799769701263976
0,1.0,1.0,1,2,100.0,0,1,4.382026634673881,True,False,3.6402613584819683
0,1.0,3.0,1,2,80.0,1,8,5.017279836814924,True,False,7.992542856766974
0,2.5,4.0,3,2,100.0,0,1,6.302618975744905,False,False,4.230277468401861
0,1.0,1.0,1,5,100.0,1,1,4.762173934797756,False,False,2.976819717441414
0,2.0,2.0,3,37,97.0,0,1,5.564520407322694,False,False,3.9266280371079922
0,1.0,2.0,21,2,90.0,1,47,4.574710978503383,False,False,3.5365570286508166
0,1.0,1.0,3,2,100.0,1,5,4.330733340286331,True,False,0.6343651920120496
0,1.0,1.0,1,9,73.0,0,3,4.02535169073515,True,False,24.935326630486276
0,1.0,2.0,2,9,98.0,0,1,5.099866427824199,False,False,2.9914584005102287
0,1.0,1.0,6,96,94.0,1,1,4.61512051684126,False,False,10.434790939459791
0,1.0,2.0,1,137,92.0,1,7,4.948759890378168,False,False,0.8397837449376049
0,1.0,4.0,15,3,100.0,0,1,4.663439094112067,False,False,9.37562362587304
1,1.0,2.0,1,75,97.0,1,17,5.017279836814924,False,False,0.8888907334182142
0,1.0,2.0,1,4,95.0,0,1,4.795790545596741,False,False,5.821995020937137
0,1.0,1.0,1,3,100.0,1,1,3.367295829986474,True,False,19.40992375560762
1,2.0,4.0,4,39,96.0,0,2,5.25227342804663,False,False,3.2689491769666463
0,1.0,2.0,1,4,93.0,0,1,4.61512051684126,False,False,6.885030493859996
1,1.5,2.0,1,17,96.0,1,1,4.983606621708336,False,False,34.761415473259326
0,2.0,2.0,2,2,100.0,0,1,4.7535901911063645,False,False,4.991283840098205
0,1.0,1.0,10,6,90.0,1,1,4.61512051684126,False,False,1.9841587131936835
1,2.0,4.0,2,116,98.0,0,1,5.62040086571715,False,False,2.543434377500539
0,1.0,1.0,3,2,90.0,1,1,3.9318256327243257,True,False,19.655623504613832
1,2.0,3.0,1,76,98.0,0,2,6.2166061010848646,False,False,59.96728322365723
1,1.0,2.0,2,56,95.0,1,1,4.812184355372417,False,False,13.755624281857013
0,1.0,1.0,1,109,98.0,0,2,4.418840607796598,True,False,4.0176793450385135
0,1.0,1.0,2,9,91.0,0,4,3.8918202981106265,True,False,42.95466146926554
0,1.0,3.0,1,14,94.0,1,38,5.117993812416755,False,False,13.355253021795612
0,1.0,1.0,2,16,95.0,0,6,4.02535169073515,True,False,19.456608720702118
1,1.0,1.0,2,3,100.0,0,6,4.983606621708336,True,False,35.939329104590556
1,1.0,2.0,2,35,98.0,0,1,4.394449154672439,True,False,1.267416390419526
0,1.0,1.0,1,14,93.0,1,30,4.394449154672439,False,False,10.867495975061647
1,1.0,3.0,6,3,100.0,0,9,5.075173815233827,False,False,3.9246262174825843
1,1.0,4.0,2,24,98.0,1,5,5.529429087511423,False,False,3.0830144058499855
0,1.5,5.0,7,2,100.0,1,14,5.0689042022202315,False,False,9.86675552132213
0,1.0,1.0,2,2,100.0,0,7,3.6888794541139363,False,False,3.3819928816356937
0,1.0,2.0,1,3,87.0,1,4,5.111987788356544,False,False,1.6124718436234702
1,1.0,2.0,3,54,95.0,0,17,5.19295685089021,False,False,5.2628207621650605
0,2.0,2.0,1,1,100.0,1,50,5.087596335232384,False,False,1.8656625895792498
0,1.5,1.0,3,16,98.0,0,1,4.584967478670572,False,False,6.887452410338605
0,1.0,1.0,3,50,96.0,1,1,3.6888794541139363,True,False,7.167555784027282
0,1.0,2.0,1,24,97.0,0,1,4.110873864173311,False,True,54.81426254481295
0,1.0,1.0,2,1,100.0,0,1,4.584967478670572,False,False,7.305060930890125
0,1.0,1.0,3,21,97.0,0,1,4.343805421853684,True,False,3.044817752450856
0,1.0,3.0,5,3,100.0,0,1,4.795790545596741,False,False,7.593085339310363
0,2.0,1.0,4,39,88.0,1,7,3.9318256327243257,True,False,0.6475549731781551
0,1.0,1.0,3,11,96.0,0,1,4.330733340286331,True,False,7.232559752810634
0,2.0,8.0,3,35,94.0,1,14,5.1647859739235145,False,False,9.148658357531499
0,2.0,6.0,2,16,99.0,0,1,5.993961427306569,False,False,44.990767209992754
1,1.0,1.0,1,200,97.0,1,3,4.430816798843313,True,False,0.4744789915523473
0,2.0,3.0,2,8,88.0,1,8,5.298317366548036,False,False,0.8099768307938034
0,1.5,1.0,1,32,83.0,1,7,3.8918202981106265,True,False,17.998944835232898
1,1.0,4.0,2,121,97.0,0,2,5.198497031265826,False,False,6.415891491556006
0,1.0,1.0,1,47,98.0,0,1,4.61512051684126,True,False,51.965012767796594
0,1.0,1.0,2,9,100.0,0,1,3.9318256327243257,True,False,11.91430257909949
0,1.0,2.0,2,1,80.0,1,1,4.836281906951478,False,False,11.051698467311912
1,1.0,1.0,2,21,97.0,1,1,4.61512051684126,False,False,0.9120151874404708
0,1.0,1.0,3,3,100.0,1,2,4.795790545596741,False,False,3.8982694583821944
0,1.0,2.0,2,1,60.0,1,50,5.857933154483459,False,False,2.2749762078541047
0,1.0,1.0,1,3,80.0,0,1,4.442651256490317,True,False,0.6987045753900466
1,1.0,1.0,1,190,99.0,1,1,4.499809670330265,True,False,4.811796224449568
1,1.0,2.0,1,55,98.0,1,3,4.382026634673881,False,False,25.904408808450615
0,1.0,2.0,2,9,98.0,0,1,4.61512051684126,False,False,3.578889434859283
0,1.0,2.0,7,5,90.0,0,20,4.61512051684126,False,False,0.6746858159890545
1,1.0,1.0,2,3,100.0,1,2,4.77912349311153,False,False,6.006696913895299
0,1.0,1.0,1,19,91.0,1,3,4.110873864173311,True,False,1.6535887252642922
0,1.0,2.0,3,48,96.0,0,2,5.529429087511423,False,False,2.3139664738493617
0,1.0,1.0,2,6,100.0,0,1,4.02535169073515,True,False,5.811951424706767
1,3.0,4.0,2,8,98.0,0,1,5.579729825986222,False,False,11.98865726260726
0,1.0,1.0,2,2,100.0,0,1,4.795790545596741,False,False,5.2308550720586515
0,1.0,1.0,1,1,100.0,1,9,3.8918202981106265,True,False,8.701330097852493
0,2.0,1.0,3,12,93.0,0,50,5.1298987149230735,False,False,0.7625879780689183
0,2.0,2.0,2,8,93.0,1,1,5.198497031265826,False,False,14.325459814215378
1,1.0,1.0,2,200,96.0,1,1,4.875197323201151,False,False,1.5869278534005873
0,1.0,1.0,1,58,95.0,0,1,3.9318256327243257,True,False,12.5140965669659
0,1.0,1.0,2,14,93.0,0,1,4.007333185232471,True,False,1.7419876587346481
0,1.0,2.0,2,13,95.0,1,1,4.997212273764115,False,False,2.5048719117622893
0,1.0,2.0,30,1,100.0,0,1,4.02535169073515,False,False,6.345021994476443
1,1.0,2.0,2,24,98.0,1,6,4.61512051684126,False,False,1.4298671022664768
0,1.0,1.0,10,43,99.0,0,1,5.298317366548036,False,False,3.0723583114970308
0,1.5,2.0,1,17,78.0,1,4,4.9344739331306915,False,False,6.157845837588956
0,1.0,1.0,1,1,100.0,0,1,3.367295829986474,True,False,10.562539352649713
0,1.5,2.0,2,2,100.0,0,1,4.51085950651685,True,False,8.827188548706484
0,1.0,1.0,1,2,80.0,0,1,4.61512051684126,True,False,1.131776868412483
0,1.0,1.0,2,29,91.0,1,42,4.61512051684126,False,False,1.8840189849286362
0,2.0,2.0,1,1,100.0,0,1,4.875197323201151,True,False,14.451459731767542
0,2.0,3.0,1,73,94.0,1,10,5.017279836814924,False,False,0.7510607304255426
0,1.0,1.0,2,1,80.0,1,1,4.30406509320417,True,False,2.799419181239686
0,2.5,8.0,4,1,100.0,0,1,5.786897381366708,False,False,16.77007795141294
0,2.5,6.0,2,2,100.0,1,26,5.4638318050256105,False,False,22.42885443743377
0,1.0,2.0,1,27,95.0,0,1,3.9318256327243257,True,False,40.92894446331952
1,2.0,1.0,1,34,95.0,1,1,3.8501476017100584,True,False,36.7444079910818
0,1.0,2.0,4,63,97.0,0,2,4.812184355372417,False,False,2.2877615044218134
1,1.0,2.0,1,39,98.0,1,1,4.700480365792417,False,False,7.839099449870011
0,1.0,1.0,1,53,93.0,1,33,5.241747015059643,False,False,1.8310801739744695
0,1.0,3.0,1,15,93.0,1,17,4.836281906951478,False,False,0.9806678057220212
0,1.0,3.0,2,73,86.0,1,1,4.499809670330265,False,False,8.394440070024046
1,2.0,3.0,3,4,90.0,0,2,5.030437921392435,False,False,20.790684117815868
0,2.0,3.0,2,6,90.0,1,1,5.707110264748875,False,False,0.9337946349938184
0,2.0,2.0,1,15,95.0,1,10,4.394449154672439,True,False,9.461675210257711
0,1.5,3.0,1,61,98.0,0,1,4.875197323201151,False,False,3.722416817808532
0,2.0,2.0,2,74,93.0,1,47,5.662960480135946,False,False,0.9102605341745614
0,1.0,1.0,3,3,87.0,0,1,4.574710978503383,True,False,6.099873270498716
0,1.0,3.0,1,4,90.0,0,50,4.9344739331306915,False,False,0.9195630594871916
0,1.0,2.0,1,2,100.0,1,16,4.9344739331306915,True,False,5.357274569898619
0,1.0,2.0,1,12,97.0,0,1,5.442417710521793,False,False,1.0028579810276597
0,1.0,1.0,1,4,75.0,0,1,3.258096538021482,True,False,5.246504176486991
1,1.0,1.0,2,43,97.0,0,1,4.61512051684126,True,False,0.31271141301017275
1,1.0,1.0,2,50,99.0,1,1,4.330733340286331,False,False,9.684234825362429
0,2.0,3.0,1,3,100.0,1,2,5.003946305945459,False,False,1.1182774032645924
1,1.0,1.0,1,19,97.0,0,1,4.51085950651685,True,False,2.5473840883618597
0,1.0,1.0,2,7,94.0,0,1,4.02535169073515,True,False,4.691970992695212
0,1.0,3.0,2,22,95.0,1,1,4.919980925828125,False,False,13.880567783866578
0,1.0,2.0,2,52,98.0,1,1,5.017279836814924,False,False,0.498200972655652
0,1.0,1.0,2,3,93.0,1,1,3.8501476017100584,True,False,7.921571054793294
0,1.0,2.0,2,9,95.0,0,1,4.7535901911063645,False,False,2.599878540768819
0,1.0,1.0,2,8,95.0,0,3,4.442651256490317,True,False,1.1181655601613778
0,1.0,1.0,1,45,88.0,0,3,4.110873864173311,True,False,7.382515985878364
1,1.0,1.0,1,26,93.0,1,1,4.110873864173311,True,False,40.97474519596601
0,1.0,1.0,5,3,93.0,1,21,4.727387818712341,False,False,6.4916150430904045
0,1.0,1.0,7,3,80.0,0,1,4.110873864173311,False,False,9.363202449158702
0,1.0,2.0,2,1,100.0,0,1,4.189654742026425,True,False,31.827930595574372
0,1.0,1.0,3,20,98.0,1,1,4.394449154672439,True,False,3.2001089623405896
0,1.0,1.0,2,4,95.0,1,2,3.8918202981106265,True,False,10.658703638011808
1,1.0,1.0,4,26,99.0,1,3,4.61512051684126,True,False,36.15344373535643
1,1.0,1.0,3,7,97.0,0,3,3.6888794541139363,True,False,20.289485016983118
0,2.0,2.0,1,4,67.0,0,1,5.25227342804663,False,False,0.7923575552148842
1,2.0,2.0,1,4,95.0,1,11,5.298317366548036,False,False,0.8026364869451087
1,1.0,2.0,2,67,95.0,1,34,4.897839799950911,False,False,5.2671087811853
1,1.0,1.0,2,71,99.0,1,1,4.74493212836325,False,False,15.059886109166353
0,2.0,8.0,1,13,85.0,1,12,5.017279836814924,False,False,9.287958776812028
0,1.0,1.0,2,27,98.0,0,1,4.110873864173311,True,False,2.194031568498303
0,1.0,1.0,1,81,94.0,1,22,4.9344739331306915,False,False,1.2981745118436199
1,2.0,4.0,2,77,94.0,1,20,5.342334251964811,False,False,0.7388857888931349
0,1.0,1.0,7,27,95.0,0,1,4.276666119016055,True,False,0.9027268848119417
0,1.0,1.0,3,1,100.0,0,1,5.198497031265826,False,False,4.418739772927384
1,1.0,1.0,1,145,95.0,1,18,4.382026634673881,True,False,0.46347429509551125
0,1.0,1.0,2,7,91.0,0,1,4.61512051684126,False,False,7.4014530110792105
0,1.0,1.0,2,3,100.0,1,1,4.442651256490317,False,False,4.003220137528956
1,1.0,1.0,1,82,98.0,0,1,4.276666119016055,True,False,29.29002079504401
0,1.0,2.0,1,26,86.0,1,16,3.4339872044851463,True,False,6.545036674857621
0,1.0,3.0,3,8,83.0,1,19,5.429345628954441,False,False,1.1393221855959084
1,1.0,2.0,2,53,99.0,1,1,5.017279836814924,False,False,5.4415105050282415
0,1.0,1.0,4,5,100.0,1,1,4.394449154672439,False,False,3.8746762395914542
0,1.0,2.0,1,1,80.0,1,1,3.258096538021482,True,False,8.177963157012712
0,1.0,3.0,2,3,93.0,0,1,5.66988092298052,False,False,3.0913600982956955
1,2.0,5.0,2,74,96.0,0,3,5.375278407684165,False,False,1.6174577917525417
0,1.0,1.0,1,17,95.0,0,5,4.330733340286331,True,False,0.7110943488731519
0,1.0,1.0,3,8,100.0,0,2,2.9444389791664403,False,True,10.223583046354932
0,1.0,1.0,2,2,100.0,0,1,4.477336814478207,False,False,0.6233581872912191
1,1.0,2.0,2,75,97.0,0,1,4.7535901911063645,False,False,1.1981342985350496
0,1.0,1.0,3,4,100.0,0,1,3.58351893845611,True,False,7.206796514295619
0,1.5,2.0,2,5,100.0,1,1,5.442417710521793,False,False,3.729353577028913
0,2.0,3.0,2,3,73.0,1,1,5.298317366548036,False,False,3.507113976268697
1,2.0,3.0,3,18,100.0,0,1,5.017279836814924,False,False,2.977079982942042
0,2.0,1.0,10,1,100.0,0,1,4.143134726391533,True,False,2.611940959581562
0,2.0,2.0,1,3,73.0,1,1,3.8066624897703196,True,False,11.380359605015128
0,1.0,1.0,3,14,97.0,0,2,3.6375861597263857,True,False,6.517836610917068
1,1.0,2.0,1,56,96.0,1,41,4.867534450455582,False,False,0.7965591989342811
1,1.0,1.0,1,94,96.0,0,1,4.634728988229636,False,False,3.8489717867956883
0,2.0,4.0,1,43,94.0,1,12,5.017279836814924,False,False,0.8986425680001059
1,1.0,1.0,3,6,100.0,1,26,5.402677381872279,False,False,3.7452241883343342
1,1.5,1.0,2,6,100.0,0,2,3.58351893845611,True,False,4.322258112227111
1,1.5,2.0,2,64,98.0,0,2,4.875197323201151,False,False,0.5844730254797176
0,1.0,4.0,1,7,91.0,1,1,4.663439094112067,False,False,18.424395679599986
0,3.0,6.0,4,8,97.0,1,1,6.040254711277414,False,False,7.3498775181304765
1,2.5,8.0,2,13,98.0,0,2,6.68586094706836,False,False,2.204260699178875
1,1.0,1.0,2,5,100.0,0,2,4.110873864173311,True,False,16.50031994162737
0,1.0,2.0,5,2,100.0,0,4,3.713572066704308,True,False,7.006531790830756
0,1.0,1.0,1,18,94.0,1,3,3.7612001156935624,True,False,9.883662959601446
0,2.0,2.0,1,14,97.0,0,11,5.231108616854587,False,False,1.3985510669700398
0,1.0,1.0,7,17,97.0,0,1,4.442651256490317,False,False,20.840818682671618
0,1.0,1.0,1,3,100.0,0,1,3.713572066704308,True,False,8.407647845322643
1,1.0,1.0,5,2,100.0,1,1,3.6109179126442243,False,True,0.9808270869254327
0,2.0,2.0,3,2,100.0,0,1,5.017279836814924,False,False,5.991408615029438
1,1.0,1.0,2,21,98.0,0,1,4.204692619390966,True,False,5.344137292147848
0,1.0,3.0,1,2,90.0,1,3,5.480638923341991,False,False,0.9011781295045105
1,1.0,2.0,2,25,98.0,1,3,5.298317366548036,False,False,3.7196005000314964
0,1.0,1.0,2,59,95.0,1,1,4.3694478524670215,True,False,1.5714997372989583
1,1.0,1.0,2,70,96.0,1,2,4.330733340286331,True,False,1.6152593051672943
1,1.0,2.0,2,79,98.0,1,1,5.375278407684165,False,False,1.448990643968268
1,1.0,4.0,2,46,99.0,0,1,5.3981627015177525,False,False,6.463446222417682
0,1.0,1.0,2,2,100.0,1,3,3.4339872044851463,True,False,35.06164521520676
0,1.0,2.0,1,37,85.0,1,50,4.836281906951478,False,False,2.092736544164286
0,1.0,2.0,1,24,88.0,0,9,4.330733340286331,True,False,0.8564891221705112
0,1.0,1.0,2,3,93.0,0,1,4.61512051684126,True,False,2.171719746519537
0,1.0,1.0,5,4,100.0,0,1,4.290459441148391,False,False,4.443234419549624
0,1.5,3.0,2,5,96.0,1,1,5.198497031265826,False,False,13.69236520399643
1,1.0,1.0,2,151,96.0,0,1,4.189654742026425,True,False,1.5864125016286894
0,1.0,1.0,2,12,85.0,1,30,4.61512051684126,False,False,1.8737103043069434
1,1.0,3.0,3,12,100.0,0,1,4.948759890378168,False,False,1.5143720418335078
0,1.0,3.0,1,35,92.0,1,50,5.087596335232384,False,False,1.3343339900616944
0,1.0,1.0,1,4,93.0,1,1,4.110873864173311,True,False,6.2115495777959016
1,1.5,2.0,1,7,100.0,1,2,4.68213122712422,True,False,15.173196508714913
0,1.0,4.0,2,7,91.0,0,22,5.3471075307174685,False,False,3.693494970525085
0,1.0,1.0,1,4,100.0,0,1,4.61512051684126,False,False,1.7883633941162373
0,1.0,1.0,1,70,93.0,1,4,4.59511985013459,False,False,3.728247628969546
0,1.0,1.0,3,6,90.0,0,1,4.276666119016055,False,False,4.067033521167811
1,1.0,2.0,1,2,100.0,1,1,5.099866427824199,True,False,62.2334906171657
1,2.5,4.0,2,25,98.0,0,1,5.529429087511423,False,False,3.593710221823914
0,1.0,2.0,2,4,100.0,1,2,5.056245805348308,False,False,0.816507561834058
0,1.0,1.0,1,13,94.0,0,1,3.784189633918261,True,False,12.150579416844579
0,2.0,3.0,3,5,100.0,1,35,5.1647859739235145,False,False,8.223311934480648
0,1.0,2.0,2,44,91.0,1,3,4.02535169073515,True,False,6.320181850973591
0,1.0,1.0,1,1,100.0,1,1,4.875197323201151,False,False,1.7344343618992475
0,1.0,2.0,5,49,96.0,1,50,4.61512051684126,False,False,0.47019598187674894
0,1.0,1.0,2,4,70.0,0,1,4.394449154672439,False,False,7.296359966954302
0,2.0,4.0,2,7,83.0,1,47,5.918893854273146,False,False,6.114987237685473
0,1.5,3.0,2,4,100.0,0,1,5.5053315359323625,False,False,6.784771225832708
0,1.0,1.0,1,3,93.0,1,3,4.983606621708336,True,False,3.2052096333084883
0,1.0,1.0,4,4,100.0,1,2,3.9318256327243257,True,False,6.194040963618778
0,1.0,2.0,1,3,100.0,1,5,4.51085950651685,False,False,2.1200207593296883
0,1.0,2.0,2,9,89.0,1,50,5.351858133476067,False,False,3.935326961189109
1,1.0,1.0,3,98,95.0,1,2,5.017279836814924,False,False,4.328693683005209
1,2.5,3.0,3,32,95.0,0,2,4.442651256490317,True,False,11.112687452187073
0,2.0,6.0,1,43,92.0,1,12,5.017279836814924,False,False,0.8888776877216845
0,1.0,1.0,1,20,97.0,0,7,4.23410650459726,True,False,0.6303908140504855
0,2.0,8.0,3,14,79.0,1,2,5.030437921392435,False,False,18.667523151854365
0,1.0,2.0,2,15,96.0,1,3,5.786897381366708,False,False,59.098711127473415
1,1.0,1.0,1,41,97.0,0,1,4.174387269895637,True,False,0.6500110269870691
1,2.0,5.0,2,64,97.0,0,13,5.771441123130016,False,False,0.9884773937371668
0,2.0,4.0,2,12,95.0,1,12,5.298317366548036,False,False,6.31407317499815
0,1.0,1.0,7,87,95.0,0,1,4.787491742782046,False,False,5.259880698170414
0,2.0,2.0,10,4,85.0,0,1,5.298317366548036,False,False,8.291564765248326
0,1.0,2.0,1,2,100.0,0,1,4.919980925828125,False,False,4.667368532429996
0,1.0,2.0,6,42,94.0,0,1,5.1647859739235145,False,False,4.021295282662057
0,1.0,1.0,1,1,100.0,0,1,4.795790545596741,False,False,2.293398059354157
1,1.0,1.0,2,38,98.0,0,1,4.795790545596741,False,False,31.180356104618426
0,1.0,2.0,1,1,60.0,1,31,5.293304824724492,False,False,1.659424236361433
0,1.0,1.0,2,1,100.0,0,1,4.5217885770490405,False,False,2.134759543958852
0,1.0,1.0,2,10,96.0,1,2,4.110873864173311,True,False,5.462697877610875
0,1.0,1.0,1,1,60.0,0,3,4.02535169073515,True,False,8.75815329707038
0,1.0,1.0,1,1,100.0,0,1,3.8918202981106265,True,False,5.720358736094267
0,1.5,1.0,2,2,100.0,0,1,3.58351893845611,True,False,6.16166669854798
1,2.0,2.0,2,71,99.0,1,50,4.787491742782046,False,False,5.132386557193274
0,1.0,2.0,2,4,100.0,1,1,3.8918202981106265,True,False,11.499638352295747
0,1.0,3.0,1,118,83.0,0,1,4.61512051684126,False,False,14.208179668398072
0,1.0,1.0,1,14,87.0,0,1,3.871201010907891,True,False,5.598332786984586
1,1.0,2.0,2,41,100.0,0,23,5.017279836814924,False,False,0.5125479440432199
1,1.0,1.0,3,50,97.0,0,1,3.6888794541139363,True,False,9.571326854054329
1,2.0,2.0,1,2,100.0,1,38,5.075173815233827,False,False,0.6856678399613085
0,1.0,2.0,2,17,89.0,1,6,4.969813299576001,False,False,0.3029017168181418
1,2.0,6.0,3,2,100.0,0,22,5.231108616854587,False,False,20.85063812287609
0,2.0,2.0,1,19,100.0,0,1,5.231108616854587,False,False,1.4474749143129173
1,1.0,2.0,1,15,88.0,1,10,4.875197323201151,False,False,0.9309980036725868
1,1.5,3.0,1,60,97.0,1,1,4.663439094112067,True,False,51.694198020864214
0,1.0,1.0,1,13,97.0,1,1,4.3694478524670215,True,False,1.0978757145751512
0,2.0,3.0,3,31,94.0,0,1,5.298317366548036,False,False,4.742109482649964
1,1.5,3.0,2,33,96.0,0,1,5.017279836814924,False,False,6.68689759831043
1,1.5,4.0,2,90,98.0,0,1,5.298317366548036,False,False,3.6589334370981237
1,2.0,3.0,2,106,95.0,1,34,5.327876168789581,False,False,0.9965133808988775
0,1.0,1.0,1,1,100.0,0,1,4.189654742026425,True,False,17.08623653034344
0,3.0,5.0,3,11,91.0,0,1,5.638354669333745,False,False,1.7923256515737624
0,1.0,3.0,3,56,93.0,1,1,5.198497031265826,False,False,7.080980522282325
0,1.0,3.0,1,72,93.0,1,33,5.529429087511423,False,False,0.9536761157303293
0,1.5,1.0,1,4,90.0,0,5,3.6375861597263857,True,False,26.775028401507758
1,2.0,3.0,1,179,98.0,1,1,5.529429087511423,False,False,1.2170382691626158
1,1.0,1.0,2,51,99.0,0,2,4.700480365792417,True,False,6.382704158350424
0,1.0,1.0,5,5,100.0,1,2,4.762173934797756,False,False,2.1455023967627014
1,1.5,4.0,3,16,95.0,1,4,4.976733742420574,False,False,34.41458784248038
0,2.0,4.0,3,3,70.0,0,2,5.529429087511423,False,False,18.962351777182885
0,1.0,1.0,1,3,93.0,1,2,4.394449154672439,True,False,0.807029119191951
0,1.0,1.0,2,2,100.0,0,1,4.51085950651685,False,False,5.744372885951155
1,1.0,1.0,2,99,99.0,0,2,5.017279836814924,False,False,28.995124244284966
1,2.0,6.0,2,40,96.0,1,1,5.602118820879701,False,False,46.24711519981814
0,2.0,5.0,1,1,100.0,0,1,5.017279836814924,False,False,15.65636200176548
0,1.0,1.0,3,2,100.0,0,1,3.295836866004329,True,False,18.293804910984257
0,2.0,4.0,1,29,87.0,1,3,5.087596335232384,False,False,0.9589814559694742
0,2.0,2.0,17,5,95.0,0,1,4.795790545596741,True,False,1.098957680345572
1,2.0,2.0,1,6,100.0,1,18,5.135798437050262,False,False,0.40261919317473677
0,1.0,1.0,1,31,95.0,1,1,4.174387269895637,True,False,0.9439370989685364
0,1.0,1.0,6,4,95.0,1,1,3.9318256327243257,True,False,16.663024561604264
1,1.5,1.0,2,24,93.0,1,1,4.394449154672439,False,False,8.064284927999672
1,2.0,3.0,2,16,96.0,1,2,4.61512051684126,False,False,4.726500864279003
0,1.0,2.0,3,1,100.0,0,1,5.298317366548036,False,False,6.958972777545453
0,1.0,2.0,3,6,80.0,1,50,5.017279836814924,False,False,0.8380857841795226
0,2.0,3.0,2,10,98.0,1,1,5.707110264748875,False,False,4.30027516609513
0,1.0,3.0,1,114,88.0,1,4,4.394449154672439,True,False,1.455718056032471
0,1.0,3.0,7,1,80.0,0,4,4.836281906951478,False,False,0.663812499259546
0,1.0,1.0,1,1,100.0,0,1,4.983606621708336,False,False,13.71759985705287
1,1.0,2.0,2,142,96.0,1,50,4.61512051684126,False,False,3.192235470376075
0,2.0,4.0,2,9,93.0,0,1,6.111467339502679,False,False,39.97274253457827
0,1.0,1.0,3,8,90.0,1,3,4.51085950651685,False,False,1.8890137710637989
0,1.0,1.0,14,1,80.0,1,2,3.2188758248682006,False,True,1.2163618804470988
0,1.0,2.0,1,27,92.0,0,11,4.9344739331306915,False,False,1.6385459161161176
1,1.0,2.0,1,60,96.0,1,3,4.795790545596741,False,False,2.650991375933492
0,1.0,4.0,4,3,100.0,0,3,6.480044561926653,False,False,7.564086696752182
0,1.0,1.0,3,9,93.0,0,1,3.8918202981106265,True,False,4.523712130610239
1,1.0,1.0,30,14,99.0,0,1,3.9318256327243257,False,False,3.627898631920229
1,1.0,1.0,1,25,95.0,0,2,4.574710978503383,False,False,2.3101178076894584
0,1.0,1.0,1,1,80.0,1,1,3.4339872044851463,True,False,4.774730452306619
0,1.0,1.0,3,3,100.0,0,1,4.499809670330265,False,False,2.2544354756600455
0,1.0,3.0,3,8,91.0,1,6,5.087596335232384,False,False,10.879222527096815
0,0.5,1.0,2,18,99.0,0,2,4.248495242049359,True,False,8.343209111424411
0,2.0,1.0,1,20,95.0,0,1,3.8918202981106265,True,False,35.98006897678537
1,1.0,1.0,3,20,100.0,0,1,4.574710978503383,True,False,11.082092878976379
0,1.0,1.0,2,4,90.0,1,2,4.110873864173311,True,False,5.23919806232871
1,1.0,2.0,1,36,94.0,0,2,4.787491742782046,False,False,0.5553645829582696
0,1.0,3.0,1,18,93.0,1,36,4.983606621708336,False,False,14.129376640023878
0,1.0,1.0,2,3,93.0,0,1,4.276666119016055,True,False,8.509826379992685
0,1.0,1.0,1,7,97.0,0,1,4.795790545596741,True,False,8.16934019111645
0,1.0,1.0,2,5,100.0,0,6,3.7612001156935624,True,False,18.873895707561445
0,3.0,1.0,2,4,100.0,1,1,3.713572066704308,True,False,13.763625335931248
1,1.0,1.0,4,40,96.0,0,4,4.61512051684126,False,False,11.954166073013155
0,1.0,1.0,2,5,92.0,0,1,4.890349128221754,True,False,5.505522615041364
1,1.0,2.0,1,34,95.0,1,41,4.61512051684126,False,False,0.716348856978181
0,1.0,1.0,1,20,96.0,0,2,3.8918202981106265,True,False,6.736084370905091
0,1.0,1.0,1,54,90.0,0,5,3.8501476017100584,True,False,7.88206242713999
0,1.0,2.0,7,1,100.0,0,1,4.61512051684126,False,False,7.152062599188882
0,1.0,1.0,1,4,100.0,1,5,6.626717749249025,True,False,0.6129020435980747
0,1.0,2.0,2,200,93.0,1,4,4.77912349311153,False,False,0.13118275296356008
1,1.0,2.0,1,121,97.0,0,1,5.049856007249537,False,False,35.43680041165746
0,2.0,3.0,1,32,98.0,1,1,5.111987788356544,False,False,17.628847899083173
0,1.0,1.0,30,1,100.0,0,1,3.58351893845611,True,False,15.848478421435985
0,1.0,4.0,1,2,90.0,1,4,5.231108616854587,True,False,0.6662359917422821
1,2.0,2.0,1,7,100.0,1,1,5.529429087511423,False,False,41.223847201591354
1,1.0,1.0,1,2,70.0,1,2,4.653960350157523,False,False,0.249376504091806
1,1.0,4.0,3,137,98.0,0,1,5.153291594497779,False,False,4.189373534539946
0,2.0,4.0,1,85,95.0,1,7,5.521460917862246,False,False,0.7058567011140375
1,1.0,1.0,1,4,95.0,1,41,4.927253685157205,False,False,0.8168329911097517
0,2.0,2.0,4,4,95.0,0,1,5.298317366548036,False,False,5.33935276097708
1,1.0,5.0,3,51,95.0,0,2,4.574710978503383,False,False,3.7694560274891895
1,1.0,2.0,2,24,98.0,0,1,4.875197323201151,False,False,6.228139102254431
0,1.0,1.0,2,6,100.0,1,1,5.017279836814924,False,False,4.515349053954868
0,1.0,1.0,1,2,100.0,0,21,5.017279836814924,False,False,1.7701561900064655
