host_is_superhost,bathrooms,beds,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,calculated_host_listings_count,log_price,room_type_Private room,room_type_Shared room,distance_to_cbd
0,1.0,3.0,1,10,96.0,1,1,4.836281906951478,False,False,9.220462080127604
0,1.0,2.0,3,3,100.0,1,1,5.087596335232384,False,False,3.5439004820302853
0,1.0,1.0,1,13,98.0,0,1,4.330733340286331,True,False,5.5605713981658145
0,1.0,1.0,2,8,88.0,1,2,4.110873864173311,True,False,23.669956744657924
0,1.0,1.0,7,1,100.0,0,1,3.9318256327243257,True,False,0.6331373023612722
0,1.0,3.0,1,60,94.0,1,1,4.6913478822291435,False,False,1.43384478539994
1,2.0,2.0,2,1,100.0,0,3,5.298317366548036,False,False,11.213072071394661
0,1.0,2.0,2,1,100.0,0,1,4.276666119016055,True,False,9.996240560128964
1,2.0,3.0,1,14,87.0,1,35,5.241747015059643,False,False,0.8213833953452259
1,2.0,4.0,2,34,98.0,0,1,5.3981627015177525,False,False,1.1580685118415819
1,1.0,1.0,2,79,98.0,0,1,4.30406509320417,True,False,1.8278787484961896
1,1.0,1.0,1,4,100.0,0,2,4.330733340286331,True,False,1.4309487752080525
0,1.0,1.0,9,3,90.0,0,1,4.543294782270004,False,False,2.8138422866693014
0,1.5,1.0,1,1,100.0,0,1,3.9318256327243257,True,False,9.531453025777877
0,1.5,3.0,3,2,100.0,0,1,5.480638923341991,False,False,5.720067152213604
0,1.0,2.0,4,6,100.0,1,1,5.278114659230517,False,False,3.589865072008451
0,1.0,5.0,2,5,72.0,1,1,4.836281906951478,False,False,7.232932954968511
0,1.0,3.0,2,2,100.0,1,3,5.049856007249537,False,False,0.43812194506813895
0,1.0,3.0,1,12,90.0,1,2,4.110873864173311,True,False,1.8362826621913613
0,1.0,2.0,1,17,100.0,1,10,4.574710978503383,True,False,2.658943207517566
0,1.0,2.0,5,2,90.0,1,50,4.68213122712422,False,False,0.4257186835591406
1,2.0,5.0,1,9,93.0,0,18,5.564520407322694,False,False,1.1368584677607654
0,2.0,5.0,1,8,93.0,0,5,5.736572297479192,False,False,0.9799717579557086
1,1.0,1.0,1,101,93.0,1,1,4.110873864173311,False,False,5.517422950378104
0,1.0,1.0,1,34,91.0,0,1,4.204692619390966,False,False,3.893123832057947
0,1.0,1.0,20,1,100.0,0,1,3.4339872044851463,True,False,5.5650604594286035
0,1.0,1.0,2,2,100.0,0,1,3.8918202981106265,True,False,11.804392247499315
0,1.0,2.0,1,15,96.0,1,10,4.394449154672439,True,False,2.8162771060361944
1,1.0,3.0,3,83,98.0,0,1,5.017279836814924,False,False,9.96821293542499
1,2.5,2.0,1,16,100.0,1,2,5.480638923341991,False,False,51.13204896202925
1,2.0,5.0,2,17,99.0,1,29,4.61512051684126,False,False,0.7863670758461355
0,1.5,1.0,2,8,98.0,0,1,4.394449154672439,False,False,5.620035169234433
0,3.0,5.0,7,1,100.0,0,1,6.68586094706836,False,False,14.995235470446795
0,1.5,1.0,1,77,96.0,1,6,4.02535169073515,True,False,11.288256622332671
0,1.0,2.0,1,1,80.0,1,4,4.919980925828125,False,False,1.161100386299825
0,1.0,1.0,2,23,97.0,0,1,4.394449154672439,True,False,10.495472532522635
0,1.0,1.0,2,4,95.0,0,1,4.442651256490317,True,False,11.62373907317054
0,1.0,1.0,1,13,86.0,1,31,4.02535169073515,True,False,14.21742518753581
0,2.0,3.0,1,80,85.0,1,22,5.278114659230517,False,False,0.9097568983054369
0,1.0,1.0,1,4,93.0,1,2,4.276666119016055,True,False,1.1662736324428196
1,1.0,2.0,1,56,99.0,0,2,5.135798437050262,False,False,1.8071772759656364
0,1.5,1.0,1,15,100.0,0,1,4.143134726391533,True,False,6.345838826740939
0,2.0,3.0,2,6,100.0,0,1,5.860786223465865,False,False,53.606780690864305
1,2.0,1.0,1,45,99.0,0,5,4.442651256490317,True,False,1.3548936907185258
1,1.0,2.0,2,151,100.0,1,1,5.298317366548036,False,False,51.04118092399272
1,1.0,1.0,1,41,100.0,0,1,3.784189633918261,True,False,4.3807296664214
0,1.0,1.0,1,19,99.0,0,2,4.7535901911063645,True,False,1.9917311193008993
0,1.0,4.0,4,34,99.0,0,1,4.634728988229636,False,False,19.213681047074605
0,1.0,1.0,1,12,88.0,1,1,4.290459441148391,True,False,1.0621800324672563
0,1.0,1.0,2,55,96.0,1,15,4.77912349311153,False,False,0.5187904113604037
0,1.0,1.0,1,1,100.0,0,2,3.9318256327243257,True,False,3.901794930832142
0,1.0,1.0,1,3,100.0,0,2,4.330733340286331,True,False,13.789736297658973
1,1.5,1.0,1,23,99.0,0,1,4.394449154672439,True,False,3.479741781570212
0,2.0,2.0,3,2,100.0,1,10,5.991464547107982,False,False,3.455387996446405
0,1.0,1.0,2,55,96.0,0,1,4.795790545596741,False,False,5.254429300609681
0,1.0,3.0,2,17,94.0,1,15,4.955827057601261,False,False,23.751903600697712
1,1.0,2.0,1,131,97.0,0,1,4.700480365792417,False,False,27.444475464536133
0,2.0,1.0,1,3,100.0,0,2,4.394449154672439,True,False,8.166712877536872
0,2.5,3.0,2,4,100.0,0,1,5.1647859739235145,False,False,4.539114975373335
0,1.0,3.0,2,23,95.0,0,5,5.736572297479192,False,False,2.558753595795204
0,1.0,1.0,2,7,100.0,0,1,3.8501476017100584,True,False,25.672391240757367
1,2.0,6.0,3,77,99.0,0,2,5.278114659230517,False,False,5.824791954256423
0,1.0,1.0,1,6,88.0,1,2,5.017279836814924,True,False,1.3417557807069873
0,1.0,2.0,1,19,99.0,0,1,4.499809670330265,False,False,3.0628827478464666
0,1.0,1.0,2,5,80.0,1,3,3.784189633918261,True,False,25.646363176676573
0,1.0,1.0,2,9,100.0,0,1,4.204692619390966,True,False,1.2067678553159613
0,1.0,2.0,1,9,100.0,0,1,4.700480365792417,False,False,0.705354307233454
0,1.0,2.0,2,1,100.0,0,2,4.74493212836325,False,False,28.30870168320186
0,1.0,2.0,4,4,93.0,0,5,5.017279836814924,False,False,31.520286474225568
1,2.0,3.0,1,73,95.0,0,1,4.948759890378168,False,False,0.5398810044727113
1,1.0,2.0,1,102,97.0,1,9,4.61512051684126,False,False,5.695587458840238
0,3.0,2.0,2,8,90.0,1,3,4.382026634673881,False,False,11.263837393108915
0,1.0,1.0,3,3,100.0,1,3,4.189654742026425,True,False,17.232028723000607
0,1.0,1.0,2,2,90.0,1,6,4.61512051684126,True,False,0.4665250172085876
0,1.0,1.0,2,66,94.0,1,1,4.700480365792417,False,False,4.039905955103085
0,1.0,1.0,3,5,90.0,1,1,4.204692619390966,False,False,8.007437191825005
0,1.0,1.0,1,3,100.0,1,3,3.4339872044851463,True,False,14.228106589110206
1,1.0,1.0,3,37,95.0,0,1,4.189654742026425,True,False,12.819165989256126
0,1.0,2.0,4,29,96.0,0,1,5.442417710521793,False,False,6.467590371784298
0,1.0,2.0,1,89,88.0,1,33,5.087596335232384,False,False,1.0035184792892733
0,1.0,2.0,1,32,89.0,1,50,4.787491742782046,False,False,0.7450963091616952
0,1.0,3.0,1,22,95.0,1,50,5.017279836814924,False,False,0.7737320484131508
0,1.0,1.0,2,3,73.0,1,7,4.189654742026425,True,False,1.1438653797631348
0,1.0,2.0,2,5,100.0,0,1,4.394449154672439,False,False,30.480938843747367
0,1.0,3.0,1,3,90.0,0,7,4.382026634673881,False,False,5.330114396762012
0,1.0,2.0,5,8,95.0,0,20,4.61512051684126,False,False,0.8240390374326101
0,1.0,1.0,4,3,87.0,0,1,3.9318256327243257,True,False,4.388926090534091
1,2.5,4.0,2,45,99.0,1,1,5.723585101952381,False,False,2.092141539984348
0,1.0,1.0,1,1,100.0,1,1,4.663439094112067,False,False,0.779681510456062
0,2.0,1.0,2,1,60.0,1,2,3.713572066704308,True,False,13.631184295734487
1,1.0,1.0,2,107,98.0,1,1,3.8066624897703196,False,False,11.766102692833805
0,1.0,1.0,13,2,90.0,0,4,4.59511985013459,False,False,8.548762585739986
0,1.0,2.0,1,1,100.0,1,2,4.976733742420574,True,False,5.973830249085442
0,1.0,1.0,1,1,100.0,0,1,4.51085950651685,False,False,5.0177278524739926
1,1.5,1.0,1,200,98.0,1,1,4.174387269895637,True,False,0.5331747998054644
0,1.0,1.0,1,5,88.0,1,10,4.700480365792417,False,False,2.115628659735301
0,2.0,1.0,1,6,67.0,0,3,3.8918202981106265,True,False,18.129258619585507
0,2.5,6.0,5,9,100.0,0,1,6.68586094706836,False,False,14.316231127656481
0,1.0,1.0,1,8,97.0,0,1,4.51085950651685,True,False,22.356570769471297
0,1.0,1.0,2,3,93.0,0,1,4.276666119016055,False,False,4.656140801946543
0,1.0,1.0,1,9,71.0,0,2,4.795790545596741,True,False,5.465120763953435
0,1.5,1.0,1,16,96.0,1,1,3.713572066704308,True,False,5.499749584121135
0,2.5,1.0,2,22,95.0,0,1,4.189654742026425,True,False,9.926028870154527
1,1.0,1.0,2,97,100.0,1,1,5.198497031265826,False,False,1.918997001123194
0,1.0,1.0,2,2,90.0,0,1,4.23410650459726,True,False,6.802984595973802
0,1.5,1.0,2,24,97.0,0,1,4.248495242049359,True,False,5.7843443654885265
0,1.0,1.0,1,5,70.0,1,1,4.189654742026425,True,False,1.1775898607129323
0,1.5,1.0,1,8,98.0,0,1,4.394449154672439,True,False,6.453851878055162
0,1.0,1.0,1,3,73.0,0,1,6.68586094706836,False,False,1.8599493667783025
1,1.0,1.0,2,151,97.0,1,2,4.276666119016055,True,False,1.836318795144581
0,1.0,1.0,3,7,100.0,0,2,3.8501476017100584,True,False,28.940925920717067
0,1.5,1.0,1,3,87.0,1,1,4.61512051684126,True,False,5.608210848078491
0,1.0,1.0,1,1,100.0,1,3,4.61512051684126,True,False,1.706343887856013
1,1.0,2.0,2,52,95.0,0,26,5.087596335232384,False,False,1.1865762705321536
1,1.0,2.0,2,53,96.0,0,1,4.61512051684126,False,False,0.960559039527279
1,2.0,2.0,2,19,97.0,0,1,5.860786223465865,False,False,1.7297331297222622
0,1.0,8.0,1,21,90.0,1,12,4.955827057601261,False,False,11.205960045787698
0,1.0,2.0,2,105,96.0,0,11,5.017279836814924,False,False,0.36929972455268156
0,1.0,1.0,2,2,100.0,0,11,5.703782474656201,True,False,0.8348795267022403
0,1.0,2.0,3,11,96.0,1,50,4.919980925828125,False,False,0.44624124331131887
0,1.0,3.0,2,20,95.0,0,1,4.795790545596741,False,False,64.78800464985672
1,1.0,3.0,2,16,98.0,0,3,5.017279836814924,False,False,3.708662514087619
1,1.0,2.0,1,117,93.0,1,12,4.442651256490317,False,False,2.4039210797345296
1,1.0,1.0,2,26,98.0,0,2,4.30406509320417,True,False,1.7233016869380982
1,1.0,1.0,4,35,96.0,0,4,5.135798437050262,False,False,2.954159703695601
1,2.0,2.0,1,12,92.0,1,16,5.298317366548036,False,False,1.731688429163597
0,1.0,2.0,2,121,95.0,0,1,4.59511985013459,True,False,4.991922083778853
1,1.0,2.0,1,47,97.0,1,3,4.430816798843313,False,False,6.059277025256444
1,1.0,1.0,3,18,100.0,0,3,4.61512051684126,False,False,2.060096120630129
1,2.0,3.0,2,60,97.0,0,1,5.198497031265826,False,False,5.2263593542772515
1,1.0,1.0,3,31,100.0,0,1,4.574710978503383,False,False,1.7356095742977917
0,2.0,5.0,2,83,89.0,1,1,5.703782474656201,False,False,2.6277895651382686
1,2.0,2.0,2,22,100.0,0,1,5.529429087511423,False,False,5.271020211270039
0,1.0,2.0,1,26,93.0,0,5,3.8918202981106265,True,False,21.445529280918123
0,1.0,2.0,2,15,100.0,0,1,4.61512051684126,True,False,1.2326300301791746
0,1.5,2.0,5,4,100.0,1,1,4.7535901911063645,False,False,5.815282535246117
0,2.0,2.0,2,11,92.0,1,1,4.9344739331306915,False,False,0.5597337505992032
1,1.0,2.0,1,1,100.0,1,38,6.396929655216146,False,False,0.5827236955744376
0,1.0,1.0,2,5,100.0,1,1,4.110873864173311,True,False,21.3971848898553
1,1.0,2.0,3,29,97.0,0,1,5.111987788356544,False,False,1.5812179405169353
0,1.0,3.0,2,25,88.0,0,1,3.8501476017100584,True,False,1.8951456231988948
0,1.0,1.0,1,12,98.0,1,1,4.276666119016055,True,False,3.2237594665743825
1,1.0,4.0,2,12,100.0,0,2,5.298317366548036,False,False,52.214521775888976
1,2.0,2.0,1,124,96.0,1,2,3.9318256327243257,True,False,1.4706354305897373
0,1.0,1.0,1,4,100.0,0,1,4.330733340286331,True,False,36.970425015940144
1,1.5,1.0,1,2,100.0,0,3,3.9318256327243257,True,False,12.353807675278935
0,1.0,2.0,3,2,100.0,0,2,5.25227342804663,False,False,1.5758562082793122
0,2.0,2.0,2,2,90.0,1,19,5.214935757608986,False,False,14.379257328922316
0,1.5,1.0,1,8,91.0,0,4,4.204692619390966,True,False,12.621208379574307
0,1.0,3.0,1,10,96.0,0,1,5.298317366548036,False,False,4.26852482915374
0,1.5,1.0,1,11,91.0,0,2,3.6888794541139363,True,False,5.7712207228910515
0,2.0,6.0,3,91,94.0,1,17,5.993961427306569,False,False,1.4862739237512372
0,1.0,1.0,1,2,100.0,0,1,4.61512051684126,True,False,15.541316329703143
0,1.0,2.0,2,14,96.0,0,1,3.4339872044851463,True,False,43.22138376940088
0,1.0,1.0,1,13,98.0,0,1,4.442651256490317,True,False,5.1504208120253665
0,1.0,2.0,7,23,96.0,1,17,4.983606621708336,False,False,2.3593628634184864
0,1.0,1.0,2,7,96.0,0,1,4.574710978503383,False,False,4.1495833903344534
0,1.0,1.0,1,2,100.0,1,1,5.017279836814924,False,False,6.451141022557444
0,2.5,3.0,1,31,100.0,0,1,5.480638923341991,False,False,51.023012611299
0,1.0,1.0,2,5,92.0,1,1,4.442651256490317,False,False,2.691554508556411
1,1.0,1.0,1,25,94.0,0,2,4.276666119016055,True,False,5.667278560956149
0,2.0,3.0,1,5,100.0,0,1,4.110873864173311,True,False,11.488720731233332
0,1.0,6.0,1,175,93.0,1,7,4.330733340286331,False,False,1.8579322083529355
0,1.0,2.0,5,6,90.0,1,1,4.248495242049359,False,False,2.415979957972748
0,1.0,1.0,2,4,100.0,1,1,4.110873864173311,True,False,4.852116430198645
0,1.0,1.0,1,1,100.0,0,1,4.394449154672439,False,False,4.258615273988293
0,1.0,2.0,1,21,97.0,1,24,5.017279836814924,False,False,0.649553158506549
1,1.0,1.0,2,200,98.0,0,3,4.852030263919617,False,False,0.639376525412692
0,1.5,1.0,2,8,100.0,0,1,4.394449154672439,True,False,1.9391067992514428
0,1.0,1.0,2,8,100.0,1,1,4.61512051684126,False,False,5.2355820667409265
0,1.0,1.0,3,5,100.0,1,1,4.394449154672439,False,False,2.8158183086150665
0,1.0,1.0,5,8,93.0,1,1,4.276666119016055,False,False,10.724932347976523
0,1.0,1.0,1,1,100.0,0,1,4.394449154672439,True,False,4.821129206061927
0,2.0,5.0,2,7,89.0,1,29,6.018593214496234,False,False,34.11263557497561
0,1.5,1.0,2,28,99.0,0,1,4.30406509320417,True,False,3.576512984744908
0,1.0,1.0,7,12,98.0,0,1,4.795790545596741,False,False,5.2885311936862465
1,1.0,2.0,2,77,100.0,0,1,4.983606621708336,False,False,3.844304611183325
0,1.0,2.0,3,40,95.0,0,1,4.634728988229636,False,False,6.180446795783438
0,1.0,1.0,3,6,90.0,1,1,4.189654742026425,False,True,0.8114454408032812
0,1.0,1.0,1,1,80.0,1,1,4.02535169073515,True,False,9.452049153330737
1,2.0,5.0,2,58,99.0,0,2,5.4638318050256105,False,False,25.20701114971811
0,2.0,1.0,1,1,100.0,0,1,4.700480365792417,True,False,1.4207081986634607
0,1.0,1.0,2,1,100.0,0,1,4.574710978503383,False,False,8.18114146711576
1,1.0,1.0,1,78,99.0,0,1,4.795790545596741,False,False,51.241827729791645
0,1.0,3.0,3,23,93.0,0,50,4.890349128221754,False,False,0.807786245753927
0,2.5,4.0,5,7,100.0,0,1,5.564520407322694,False,False,8.187819622227323
0,1.0,2.0,1,14,95.0,0,2,5.25227342804663,False,False,6.610390535220061
0,1.0,3.0,2,35,93.0,1,2,5.529429087511423,False,False,17.815351462342417
1,1.0,2.0,2,41,99.0,0,5,4.919980925828125,False,False,2.076406176150011
0,1.0,1.0,3,3,80.0,0,1,3.6109179126442243,True,False,10.933587254697551
0,1.0,2.0,1,6,100.0,0,3,3.713572066704308,True,False,20.02973230958075
0,1.0,2.0,1,122,93.0,0,1,4.983606621708336,False,False,0.5424382698651866
0,1.0,1.0,1,26,94.0,1,9,4.499809670330265,False,False,1.0616956229686954
1,1.0,1.0,2,42,95.0,1,1,3.713572066704308,True,False,4.215403981078437
0,2.0,2.0,2,3,100.0,1,10,4.6913478822291435,False,False,15.134760897405124
1,1.5,2.0,2,92,97.0,0,2,4.875197323201151,False,False,0.7651791769541703
0,1.0,2.0,3,1,100.0,0,1,4.795790545596741,False,False,3.4615486464849634
1,1.0,2.0,1,65,98.0,0,1,4.61512051684126,False,False,4.5396841393192435
0,1.0,1.0,3,1,100.0,1,1,4.795790545596741,True,False,4.205488950398095
0,1.0,1.0,30,6,97.0,1,1,3.4339872044851463,True,False,12.134315990820966
0,1.0,1.0,30,3,80.0,0,6,3.2188758248682006,True,False,12.818287012558727
0,1.0,1.0,1,27,100.0,0,1,4.394449154672439,True,False,10.324594412164025
1,2.0,2.0,2,22,96.0,1,5,4.61512051684126,False,False,1.4829092441551783
0,1.0,2.0,2,49,94.0,1,7,4.700480365792417,False,False,1.2498545014798135
1,2.5,4.0,2,1,100.0,0,9,4.330733340286331,True,False,9.180770748305587
0,1.0,1.0,2,23,97.0,0,1,3.8918202981106265,True,False,7.933494624789089
0,2.0,3.0,2,26,94.0,0,2,5.707110264748875,False,False,34.1051487169894
1,1.0,1.0,1,90,97.0,1,2,4.663439094112067,False,False,3.681111912421292
0,1.0,1.0,2,6,100.0,1,1,5.135798437050262,True,False,2.5918352151590347
1,1.0,3.0,2,81,98.0,1,1,5.298317366548036,False,False,5.335866944830353
0,1.0,1.0,1,4,100.0,0,1,4.330733340286331,False,False,7.305320798947104
1,1.0,1.0,2,12,98.0,0,2,3.9889840465642745,True,False,7.590388710665345
0,2.0,2.0,1,4,85.0,0,21,5.25227342804663,False,False,1.8935489160971153
0,1.0,1.0,3,1,100.0,0,1,4.204692619390966,True,False,14.405612402475954
0,1.0,1.0,1,6,80.0,1,1,3.295836866004329,False,True,0.7983566982068189
0,1.0,2.0,5,10,56.0,1,3,4.836281906951478,False,False,0.260917468748484
1,2.0,2.0,1,1,100.0,1,38,5.075173815233827,False,False,0.5273664652307044
0,1.0,2.0,2,4,100.0,0,1,3.58351893845611,True,False,24.20923448439019
1,2.0,2.0,2,63,99.0,1,1,4.836281906951478,False,False,6.84265380834819
1,1.0,3.0,2,18,100.0,1,2,4.983606621708336,False,False,5.221056976651815
0,1.0,2.0,2,49,90.0,0,1,4.700480365792417,False,False,7.52938358848698
1,1.0,1.0,2,119,96.0,1,1,3.8918202981106265,True,False,7.388580606509085
0,1.5,1.0,2,21,90.0,0,4,4.189654742026425,True,False,1.716251988668063
0,1.0,2.0,1,11,88.0,1,1,4.418840607796598,False,False,39.32089562241843
1,1.0,1.0,2,6,100.0,0,1,4.3694478524670215,False,False,3.34365407468955
0,1.0,2.0,3,3,93.0,0,1,4.61512051684126,False,False,6.807070238713091
1,1.0,1.0,1,200,99.0,1,4,4.700480365792417,True,False,36.2179607718214
0,3.5,3.0,14,1,100.0,0,1,5.25227342804663,False,False,7.639157455533047
0,1.0,2.0,2,5,100.0,1,1,5.087596335232384,False,False,1.8556613710099663
0,2.0,2.0,3,1,100.0,0,1,4.23410650459726,False,False,22.530905711118155
1,1.0,1.0,1,13,94.0,1,3,3.4965075614664802,True,False,20.5374736307354
0,1.0,2.0,1,51,92.0,0,1,4.248495242049359,False,False,5.273195988135445
0,1.0,1.0,1,27,94.0,1,1,3.784189633918261,False,False,17.3329545244791
0,1.0,1.0,1,2,100.0,0,1,4.394449154672439,True,False,1.4172455313891983
0,1.0,2.0,2,14,95.0,0,1,5.298317366548036,False,False,5.519678342924955
1,2.0,1.0,2,9,100.0,0,2,4.51085950651685,False,False,2.107431693503135
0,2.0,6.0,2,19,94.0,0,2,4.663439094112067,False,False,21.979901828775407
0,1.5,1.0,5,2,100.0,0,1,5.017279836814924,False,False,2.2219742247071537
0,1.0,5.0,1,3,73.0,1,5,5.075173815233827,False,False,0.4139002556237173
0,1.0,1.0,1,1,100.0,1,1,3.9318256327243257,True,False,3.0776200274598216
1,1.0,1.0,1,35,99.0,0,1,4.02535169073515,True,False,9.257405708788518
1,1.0,1.0,2,30,97.0,0,1,4.51085950651685,False,False,7.076666580398631
0,1.0,1.0,1,21,99.0,0,2,4.30406509320417,True,False,6.139590050068794
1,1.0,1.0,2,142,99.0,1,2,4.948759890378168,False,False,2.347364068550951
1,1.0,1.0,1,50,98.0,1,1,4.574710978503383,False,False,49.578029900124875
1,2.0,7.0,2,31,95.0,1,7,5.393627546352362,False,False,1.9566900452287097
0,1.5,1.0,7,1,80.0,1,1,4.174387269895637,False,False,15.815011809341556
0,1.0,3.0,2,9,91.0,0,1,5.298317366548036,False,False,4.667288716202907
0,1.0,1.0,2,2,80.0,1,1,5.25227342804663,True,False,5.341321758731656
0,1.0,1.0,1,5,88.0,1,1,3.713572066704308,True,False,2.034051334630072
1,1.0,2.0,1,13,100.0,1,2,5.529429087511423,False,False,33.63941784939157
1,2.0,8.0,1,43,95.0,0,18,6.186208623900494,False,False,1.0191810149877125
1,1.0,1.0,2,1,100.0,1,2,4.61512051684126,False,False,29.082681574375318
0,2.0,2.0,1,12,98.0,1,2,4.9344739331306915,False,False,1.2112454457893698
0,1.0,1.0,1,1,100.0,1,4,3.7612001156935624,True,False,20.88327751030495
0,1.0,2.0,3,10,96.0,0,1,4.795790545596741,False,False,1.3011534695672238
0,1.0,1.0,1,5,100.0,1,1,5.298317366548036,False,False,1.5189532995375539
0,1.0,2.0,2,3,100.0,1,1,4.61512051684126,False,False,4.7210930686725145
0,1.0,1.0,2,5,88.0,1,1,5.017279836814924,True,False,4.612182528900297
0,1.0,3.0,3,3,100.0,1,2,3.713572066704308,False,False,6.598604274702121
0,1.0,3.0,2,30,97.0,0,2,4.61512051684126,False,False,27.818483314738735
1,1.0,1.0,2,8,98.0,0,3,5.25227342804663,False,False,42.996876766302364
0,2.0,2.0,1,120,93.0,0,2,5.111987788356544,False,False,2.286985898212631
0,1.0,1.0,1,2,70.0,1,1,4.110873864173311,True,False,4.726751592640483
1,1.0,2.0,2,13,94.0,1,1,4.290459441148391,False,False,1.4340900301931239
0,1.0,1.0,2,51,98.0,0,1,4.330733340286331,True,False,5.4313224602148855
0,1.0,2.0,1,80,92.0,0,5,4.394449154672439,True,False,0.772270024497078
0,2.0,1.0,2,3,87.0,0,2,3.6109179126442243,True,False,23.1529028805214
0,1.0,2.0,1,20,97.0,1,4,4.867534450455582,False,False,2.3818019551015017
0,1.0,2.0,1,10,98.0,0,2,5.049856007249537,False,False,2.362117325912068
0,2.5,1.0,4,8,90.0,1,1,3.713572066704308,True,False,1.7419590535431078
0,1.0,1.0,2,16,95.0,0,1,5.198497031265826,False,False,1.1645802835937253
0,1.0,1.0,5,2,100.0,0,1,3.4965075614664802,True,False,18.851137144792816
0,1.0,1.0,4,2,100.0,0,1,4.61512051684126,True,False,1.6489917011298862
0,1.0,1.0,2,66,98.0,0,1,4.382026634673881,True,False,3.5449627556492844
0,1.5,2.0,2,2,60.0,1,1,4.700480365792417,False,False,8.287489022697542
0,1.0,2.0,1,2,90.0,1,8,5.017279836814924,False,False,2.1017165962562947
0,1.5,1.0,1,17,99.0,0,1,3.9318256327243257,True,False,32.393131368772295
1,2.0,2.0,1,24,97.0,1,24,6.2166061010848646,False,False,0.7171764186319671
0,1.0,2.0,1,51,85.0,1,33,5.241747015059643,False,False,0.5165722310717329
0,1.0,1.0,1,4,90.0,0,3,3.784189633918261,True,False,20.206367735014563
0,1.0,5.0,2,9,96.0,0,33,5.198497031265826,False,False,7.085532429795852
0,1.0,2.0,2,28,93.0,0,24,4.7535901911063645,False,False,2.933831606017741
0,1.0,1.0,2,1,100.0,0,1,4.499809670330265,True,False,20.065941128967733
1,1.0,1.0,5,45,97.0,0,2,4.110873864173311,True,False,1.814131638422125
1,1.0,1.0,2,9,87.0,1,6,4.189654742026425,True,False,1.0714880283543486
0,1.0,2.0,2,11,91.0,1,11,5.327876168789581,False,False,0.9340837972806074
0,2.0,1.0,14,1,100.0,1,1,4.276666119016055,False,False,7.03578604900844
0,2.5,6.0,30,2,100.0,0,1,6.111467339502679,False,False,7.8864177990499025
1,1.0,1.0,3,30,98.0,0,1,4.189654742026425,True,False,2.1146257394190973
1,1.0,1.0,1,36,97.0,0,2,4.795790545596741,False,False,2.269544606397033
1,1.5,1.0,1,54,100.0,0,1,4.02535169073515,True,False,12.723980209949369
0,1.0,1.0,1,43,95.0,1,1,4.61512051684126,False,False,0.6094712717825594
0,1.0,1.0,1,15,88.0,1,1,3.58351893845611,True,False,1.019429723912571
0,1.0,2.0,2,9,100.0,0,4,4.948759890378168,False,False,40.22943401045552
0,1.0,1.0,1,39,99.0,1,1,4.189654742026425,True,False,55.231308683153934
1,1.0,1.0,3,154,98.0,0,2,5.017279836814924,False,False,0.20895442501523812
0,1.0,1.0,2,5,100.0,0,1,4.61512051684126,False,False,3.7134146225207516
0,2.0,3.0,3,12,92.0,1,3,5.298317366548036,False,False,16.579314346373284
0,1.0,1.0,1,12,93.0,1,3,4.919980925828125,True,False,1.922173855607191
0,1.0,1.0,2,6,97.0,0,1,4.3694478524670215,True,False,0.8153224424156441
0,1.5,1.0,3,1,100.0,1,1,5.017279836814924,False,False,6.409044676651581
0,1.0,3.0,2,5,100.0,1,1,5.707110264748875,False,False,50.888409203887946
0,1.5,1.0,1,12,82.0,1,7,3.713572066704308,True,False,18.072656172938242
0,2.0,2.0,1,2,100.0,1,12,5.529429087511423,False,False,0.9631792640742396
1,1.0,2.0,4,15,97.0,1,6,4.290459441148391,True,False,1.15755364153568
0,1.0,1.0,3,14,92.0,0,4,3.58351893845611,True,False,15.237584381081628
0,1.0,3.0,1,45,92.0,1,5,3.8501476017100584,True,False,6.123618304446996
1,1.0,1.0,2,109,97.0,1,1,4.430816798843313,False,False,22.874064080079165
0,1.0,1.0,3,4,90.0,0,1,5.017279836814924,False,False,0.5319068606614314
0,1.0,1.0,2,16,93.0,1,3,4.700480365792417,False,False,0.9090334478819831
0,1.0,3.0,30,3,100.0,0,1,4.852030263919617,False,False,2.976989740317289
1,1.0,2.0,2,31,98.0,1,1,5.153291594497779,False,False,4.639365368479359
0,1.0,1.0,1,2,80.0,0,1,3.295836866004329,True,False,7.183798066592739
0,1.0,1.0,1,2,100.0,1,1,3.713572066704308,True,False,4.435921961915455
1,1.0,1.0,2,200,98.0,0,3,4.61512051684126,False,False,1.4954142411519427
1,3.0,4.0,2,69,98.0,1,1,5.799092654460526,False,False,51.01123466326315
0,2.5,1.0,1,8,90.0,1,16,3.4339872044851463,True,False,2.858893882870253
0,1.0,2.0,1,7,94.0,0,4,4.30406509320417,True,False,0.5273798632608105
0,1.0,2.0,3,1,100.0,1,10,5.703782474656201,False,False,3.787601831084601
0,1.0,1.0,7,15,99.0,0,1,5.1647859739235145,False,False,7.728635625676523
1,1.0,2.0,1,19,98.0,1,1,5.017279836814924,False,False,1.9461532302681692
1,2.0,2.0,2,34,96.0,0,2,5.017279836814924,False,False,1.4405247490080904
0,2.0,3.0,2,2,90.0,1,47,4.795790545596741,False,False,0.8774560059595431
0,1.0,1.0,4,3,100.0,0,1,4.61512051684126,False,False,4.409054781475031
1,1.0,1.0,1,30,99.0,1,1,4.110873864173311,True,False,1.541316216814054
1,2.5,5.0,3,33,98.0,0,3,6.040254711277414,False,False,10.270267903237219
